node1,node2,label
2446,2448,1
32071,36278,1
38060,38244,1
38086,38093,1
28231,38131,0
27389,8554,0
875,11018,1
38528,38763,1
35055,38117,1
25911,8044,0
8508,8571,1
3364,38746,0
38511,38809,0
38662,38830,1
38071,38168,1
38691,38749,1
38135,38224,1
13571,42800,0
16692,16697,1
10693,6778,0
3180,14280,0
31670,11086,0
2738,40763,1
38758,8624,0
38055,38148,1
8539,38283,0
11866,8444,0
5473,6782,1
8433,8456,1
38750,8533,0
38028,38121,1
38159,38219,1
1043,49556,0
5223,10976,1
12856,38754,0
4539,17117,0
40677,35324,0
38111,38287,1
16421,34882,0
10601,38476,0
38078,38226,1
31002,41647,1
8820,11132,0
38526,38767,1
38861,38878,1
8091,33542,0
9278,35494,1
18196,18197,1
38783,38732,0
38509,38676,1
8450,8510,0
2714,48863,0
38691,38866,1
38613,6931,0
38528,38602,1
12790,15491,1
19186,44013,1
38181,38221,1
2625,2628,1
27008,38168,0
16113,16114,1
17100,17110,1
3729,6379,0
38688,39032,1
38021,8520,0
18806,38238,0
38665,38728,0
38208,38298,1
3091,35701,0
38649,8645,0
19430,39539,0
38594,38713,0
7160,11055,1
41880,46731,1
8515,8567,1
8452,8493,1
31380,50797,0
36097,38090,1
15285,33732,1
38018,38165,1
22829,38037,1
38562,38878,1
38660,8661,0
8492,8555,1
8516,8542,1
8409,29385,0
38557,38863,0
38746,39033,1
38020,23682,0
38733,38119,0
9513,24190,1
2171,30140,0
38737,49095,0
13413,16504,1
38792,39030,1
38586,38874,1
38721,38856,1
25098,4648,0
2240,24389,0
38157,38291,1
38657,38861,1
38164,38165,1
17392,48412,0
38646,38746,1
8443,8476,1
49996,49997,1
38015,38100,1
24074,33351,1
41442,41447,1
22178,8578,0
38163,38237,1
29729,38830,0
17112,26893,0
38687,8501,0
38775,38783,1
13384,13385,1
13303,38687,0
38119,38167,1
19657,38781,0
33409,38241,0
8419,38767,0
22695,50695,0
38573,38256,0
18108,28429,1
38544,38843,1
38053,38139,1
8504,40199,0
11499,30983,1
737,38812,0
9368,43640,1
20152,20156,1
27566,45706,0
454,38525,0
38545,20131,0
51913,38865,0
39009,39013,1
24971,38659,0
38534,38629,1
26789,38681,1
38524,51744,0
38035,38310,0
38617,8615,0
21030,27414,0
4283,8525,0
32761,32767,1
38033,19138,0
15108,15112,1
36495,43802,1
35925,38169,0
38599,19693,0
38512,38586,1
8413,8667,1
4159,36395,0
38064,38088,1
38576,38585,1
24931,24933,1
3121,38215,0
2346,17645,1
8612,13363,0
14405,37803,0
35055,38041,0
8574,8605,1
11952,38692,0
34303,25917,0
38533,38681,1
32962,32964,1
35384,23434,0
30418,38308,0
38528,32647,0
2491,39033,0
38662,25871,0
38558,38840,1
38154,38266,1
37886,8443,0
5651,5657,1
38712,8530,0
37986,38266,1
25371,30984,1
11042,38810,0
8633,25787,0
33723,49590,0
38109,4138,0
7662,12621,0
38697,38766,1
51166,51293,1
27210,38226,1
2266,49852,1
6392,38119,0
3357,31057,1
25904,8502,0
38678,38718,1
29768,14786,0
8553,8564,1
10137,38105,0
38561,2886,0
47355,47357,1
47843,47845,1
8469,38205,0
38093,38873,0
8516,8656,1
38651,14786,0
7157,35920,1
26789,38667,1
8632,24259,0
8467,8551,1
27795,38133,0
3411,38102,0
38744,38804,1
2825,29397,0
1521,38105,0
23013,38803,0
38094,38179,1
21660,38691,0
38003,38205,1
8622,8667,1
38052,51802,0
3165,3578,0
38654,38842,1
49595,52241,0
8461,38537,0
45134,45135,1
40506,44967,1
13366,8737,0
4159,38810,0
21459,17083,0
15499,8619,0
38048,38604,0
45878,45883,1
8247,38712,1
38024,38076,1
2066,38758,0
8447,8646,1
31554,16054,0
38105,11660,0
11314,38867,0
37997,38148,1
11039,38101,0
17276,17280,1
47289,31003,0
38573,38229,0
38102,28450,0
2333,38708,0
12157,36352,1
43478,38862,0
14290,20714,0
8507,8652,1
38565,38649,1
52759,38736,0
8614,48280,0
29596,21387,0
38034,8601,0
38771,38133,0
38121,38821,0
25902,38710,0
38620,49224,0
49353,16205,0
32797,32798,1
6565,6568,1
51801,11936,0
45170,45173,1
3906,34233,0
37994,38301,0
33331,46608,1
40756,45885,0
14685,38199,0
27854,38757,0
16478,38863,0
14706,14724,1
26279,38766,0
38593,38839,1
5960,51288,1
18896,38212,0
38677,38724,1
14693,14706,1
2586,17116,0
38739,19974,0
38088,38279,1
8454,38093,0
20828,38261,0
8587,8632,1
8415,34449,0
11668,36772,1
35588,39999,1
5674,36496,0
7153,26992,1
38717,38788,1
38532,38112,0
38613,39539,0
8525,8563,1
38651,38811,1
38707,44539,0
8247,20156,0
38548,19924,0
38685,38857,0
25921,25931,1
1059,1091,0
8464,8363,0
9831,9832,1
10693,38683,0
14173,8565,0
1490,38802,0
1059,38301,0
17272,17273,1
38761,38834,1
8414,8459,1
38619,38845,1
45878,19210,0
41076,41078,1
33227,33232,1
7742,7743,1
8408,8571,1
38669,38739,1
38139,38192,0
8463,8596,1
8548,8630,1
8511,41078,0
38023,38177,1
2097,34115,1
46231,38223,0
5021,5023,1
38546,43267,0
907,8445,0
38146,38258,1
48806,38306,0
38027,38081,1
47306,38225,0
38847,38861,1
50845,17372,0
8421,32069,0
6758,38226,0
27081,42010,0
38722,38790,1
38665,38254,0
4454,14409,0
38543,38290,0
38584,38747,1
36575,48398,0
38164,8641,0
38547,19848,0
37993,38080,1
8464,46222,0
38600,14689,0
38644,38703,1
37991,38649,0
38108,38133,1
36182,51957,1
49306,8451,0
8596,8597,1
38523,38866,1
8407,37985,0
651,23860,1
45976,38709,0
38558,38709,1
8502,12843,0
34415,38865,0
38133,38711,0
24074,29359,1
3897,41796,0
18743,38715,0
1408,5348,1
38626,38786,1
38528,38682,1
38063,16797,0
1064,38703,0
37345,33382,0
3681,49789,0
38511,38672,1
17090,19782,0
38274,38283,1
51439,51441,1
38009,38097,1
38805,38865,1
886,7388,0
16207,16210,1
38007,38282,1
23840,13208,0
33595,38188,0
38679,38689,1
46576,26893,0
38226,19201,0
7358,7360,1
29593,38519,1
38554,38801,1
4993,46725,0
5651,38639,0
3908,40873,1
38801,28330,0
45992,46003,1
1263,52022,0
38220,46009,0
18348,18350,1
38546,35701,0
11128,11129,1
10884,42790,0
38563,31766,0
38536,41829,0
8500,8623,1
35489,39726,0
38006,38220,1
17675,5158,0
5869,25256,1
8538,8591,1
8465,38833,0
21730,21732,1
38829,39031,1
47264,9246,0
22115,39027,0
5672,38853,0
30067,51937,0
8464,8550,1
38725,38746,1
11895,11897,1
7157,43161,1
7511,8635,0
40342,8636,0
47819,8662,0
38055,38864,0
38601,24830,0
38127,8536,0
7159,19968,1
40342,43825,1
37999,8459,0
46220,11578,0
9075,38300,0
38064,38285,1
13281,13282,1
38601,41723,0
9095,13703,1
23959,23960,1
38565,21182,0
38267,38280,1
8500,38644,0
1746,8495,0
50431,36551,0
6666,31682,1
38512,38734,1
20670,20672,1
5266,21387,0
8457,8603,1
3557,8239,1
27700,12824,0
16477,16486,1
36411,38286,0
51277,51278,1
11414,11415,1
38623,27401,0
41685,38895,0
10421,31019,1
38005,38663,0
30138,38228,0
38105,38127,1
38509,38524,1
29375,29378,1
701,8511,0
38007,38222,1
37986,38087,1
38013,51293,0
34463,10056,0
38743,37945,0
38666,44994,0
38621,47681,0
38040,9265,0
10703,39880,1
14698,37317,0
21606,38795,0
35055,36097,1
8520,8572,1
33186,27416,0
38702,38642,0
38070,38068,0
38270,38287,1
37988,45430,0
19889,44252,1
38096,38697,0
5408,5864,1
3975,38257,0
38592,42802,0
6122,38635,0
708,6885,1
9274,38248,0
8113,25614,1
40194,15207,0
49603,49604,1
18104,18108,1
29203,38262,0
8444,8469,1
34458,34460,1
32126,38125,0
38137,22837,0
29988,29989,1
8460,38173,0
8518,8550,1
8469,8496,0
38191,38804,0
20253,5766,0
38169,38299,1
11042,48811,0
46955,46963,1
38101,38757,0
38760,38864,1
8247,38842,1
8637,34662,0
38741,38804,1
35857,38024,0
38664,38738,1
876,41895,0
38056,38233,1
9427,38182,0
43587,27007,0
28982,33789,1
3903,4188,1
38638,38783,1
38047,5108,0
38038,38175,0
8473,8643,1
47809,38173,0
8595,30233,0
24141,40575,0
50912,39031,0
38548,30574,0
38086,24731,0
38541,50310,0
23155,39920,1
8560,38208,0
38536,32199,0
38673,38781,0
38765,38206,0
29596,38762,1
38579,38733,1
36931,8553,0
14252,38180,0
38014,12553,0
35790,8641,0
19889,38146,0
38848,38876,1
8637,8669,1
38594,38737,1
35012,35040,1
8319,38827,0
9842,17703,1
38567,38790,1
4820,49636,0
38600,38189,0
14627,14630,1
8508,8530,1
38707,38784,1
8516,43196,0
38538,38846,1
33738,33741,1
38527,38637,1
38002,38661,0
38534,26923,0
26457,10356,0
586,8476,1
38532,38234,0
11766,12727,1
6246,25717,1
20629,28739,1
38189,38229,1
8578,8605,1
8569,8612,1
38020,38102,1
40605,38151,0
26369,38839,0
38531,38781,1
3358,49002,1
38598,38866,1
38551,38740,1
38099,38103,0
47013,38250,0
4649,4650,1
48833,48834,1
35429,35430,1
14072,14074,1
42131,42136,1
38563,38863,1
30462,38287,0
38567,8657,0
38595,38792,1
38547,14444,0
33734,38873,0
3852,38870,0
5149,8506,0
8551,8563,0
48833,38143,0
38539,38842,1
38580,38835,1
11763,38793,0
8485,38833,0
38600,38602,1
5331,38098,0
8417,16078,0
21679,23705,0
38557,47785,0
38528,29384,0
26073,38869,0
38559,38688,1
24738,38759,0
38714,46560,0
38787,38797,0
33647,34228,1
15328,16486,0
10285,39032,0
33545,50916,1
38034,38210,1
31792,38600,0
2333,2338,1
3585,9399,1
8421,38282,0
2726,8598,0
1157,30776,1
38553,3956,0
42098,8602,0
25024,26711,1
8935,37348,0
38703,38781,1
38614,8653,0
12078,42342,0
2714,38093,0
14722,14731,1
10167,13699,1
38024,13383,0
38531,38217,0
38086,38183,1
36097,28732,0
27432,39584,0
25330,25332,1
38197,38303,1
8517,38054,0
21879,48529,0
38631,21047,0
37986,38169,1
8914,38784,0
37200,37201,1
5511,38705,0
10498,13821,1
38032,11416,0
38091,38094,1
37989,39027,0
13442,14623,0
38772,39031,1
38616,50242,0
6659,25960,0
38524,38255,0
38041,38095,1
34046,4663,0
32960,38064,0
39658,43740,0
8519,8612,1
33396,33400,1
8421,39026,0
12668,30359,1
34485,35534,1
38521,38578,1
40101,38270,0
17103,20267,1
43469,38289,0
38669,38701,1
51151,46767,0
38548,38714,0
615,8658,0
38527,23369,0
5936,5938,1
37995,38175,1
38050,38294,1
44599,38874,0
4505,16092,1
8633,8664,1
38008,14688,0
16127,16128,1
31253,31254,1
34292,30588,0
8535,8625,1
28566,40104,1
1648,1649,1
38598,38782,1
8347,8348,1
38107,38170,1
8423,8642,1
38163,23342,0
8483,8573,1
40997,41817,1
43504,38138,0
8441,12984,0
35331,35336,1
38024,11533,0
38519,16716,0
1643,38272,0
38071,38106,1
38207,38241,1
38558,38857,1
29838,8601,0
13347,42010,0
38694,38734,1
52484,52485,1
45680,38860,0
6559,38632,0
8525,8577,1
7226,51274,1
38053,6543,0
15154,15155,1
49289,49290,1
18116,52822,0
8556,44178,0
38627,38816,1
38000,8669,0
38562,38679,1
38798,31114,0
38533,38570,1
38614,38710,1
38560,13469,0
38599,38714,1
38623,38774,1
11734,38802,0
38631,38790,1
36624,39488,1
20597,38786,0
43549,43785,0
49756,49761,1
38823,6653,0
38624,38272,0
38524,38740,1
8500,38265,0
33227,51844,0
8442,8514,1
29828,36610,1
11337,38849,1
38820,38875,1
32603,27801,0
38710,38800,1
3636,3637,1
38223,38824,0
38584,38648,1
8456,8648,1
8604,8607,1
33747,47963,0
30541,38807,0
38808,39031,1
38152,38236,1
8709,9125,1
38684,38778,1
38544,38870,1
22829,38269,0
8531,38169,0
38591,38613,1
50797,32446,0
37985,38105,0
34514,8623,0
38165,21732,0
7117,38807,0
38635,34233,0
14706,14714,1
4677,4678,1
38669,38786,0
38066,38173,1
38115,38205,1
38647,38879,1
27764,38572,0
39658,39664,1
13112,17115,0
14331,31375,1
46208,46209,1
8463,38237,0
38860,25256,0
31380,28612,0
44449,38280,0
2854,2857,1
38593,38238,0
38639,17089,0
26789,38875,1
29432,29435,1
8134,4256,0
7185,7186,1
38011,15732,0
38858,38857,0
3458,33363,1
10137,18598,1
21050,38168,0
38073,38807,0
38715,8638,0
38702,38871,1
38591,38606,0
29070,42216,0
38154,38789,0
4376,9832,1
2629,8494,0
38662,39033,0
38106,31653,0
34272,13383,0
38128,38280,1
23831,8638,0
38168,38157,0
37999,38162,1
21879,8572,0
40785,38584,0
38050,38847,0
17095,17115,1
20559,51676,0
38582,17539,0
38009,38131,1
3911,22869,1
8293,35043,0
35367,38212,0
18936,38244,0
40774,40775,1
10260,8295,0
45982,45996,1
8432,38860,0
35055,38071,1
27111,38254,0
38213,18332,0
38003,38095,1
1150,10665,1
8410,38294,0
22616,28221,0
19538,19539,1
38016,38261,1
8347,38129,0
29163,45103,1
3828,20163,1
23546,23550,1
38528,35614,0
11042,13821,0
8470,43161,0
35935,35936,1
22720,48863,0
8415,8639,1
39621,39624,1
38124,38169,1
8741,16617,1
8520,38662,0
38720,38133,0
4277,38220,0
18014,18015,1
46784,46786,1
8507,8637,1
38562,38293,0
38045,38136,1
33264,8548,0
26789,38281,0
1916,1514,0
49548,49551,1
5534,25938,0
8600,8649,1
29593,38728,1
21879,38191,1
38071,28619,0
38600,38664,1
1121,6517,1
16692,38824,0
2491,22919,1
8611,25933,0
38052,38189,1
38550,4322,0
28155,27410,0
11682,17670,0
37987,39032,0
17104,17117,1
40000,38712,0
31647,31658,1
11337,27042,0
38012,38160,1
38032,38164,0
8419,8626,1
17678,8525,0
40723,38817,0
38753,17113,0
7226,38117,0
38669,38097,0
8449,38217,0
38510,50814,0
38561,38641,1
23239,27745,0
6701,38801,0
10693,36382,0
34381,4993,0
38149,38238,1
13119,13120,1
24622,7140,0
38194,38207,1
8113,10227,0
38139,29142,0
38128,38279,1
29333,29334,1
38548,38815,1
37926,38795,0
8372,23921,0
38785,29841,0
13189,44956,1
38562,38777,1
14720,5629,0
8476,38133,0
38015,38081,1
38597,41034,0
38647,38298,0
8425,17060,0
38062,6256,0
41760,41761,1
38573,38807,1
17810,51522,0
4810,44139,0
38514,38766,0
37366,37372,1
7793,8492,0
38522,38742,1
5238,24190,0
3272,4501,1
38650,38705,1
32054,8577,0
37993,35945,0
34060,38032,0
38015,38026,1
38209,38215,1
28935,28936,1
13640,38164,0
31323,31534,1
43467,43486,1
37366,27921,0
8653,38763,0
1281,38579,0
25309,48188,1
38556,38632,1
5090,24615,1
38056,38087,1
3844,28052,0
38514,38829,0
38674,38855,1
474,38110,0
8491,8514,1
1279,35465,0
16747,16749,1
42789,52427,0
16568,38259,0
1290,49574,0
38679,17683,0
19995,38712,0
4038,4583,0
38800,48395,0
38647,18050,0
1157,23447,1
3836,31926,0
586,38081,0
12332,8537,0
38182,38269,1
4497,38673,0
38585,38716,1
38157,38265,1
38678,38694,1
10689,10701,1
38233,38284,1
38544,38639,1
2293,23329,0
38685,38818,1
8246,38775,1
38565,38176,0
25500,25506,1
33542,38871,0
22987,22991,1
38057,38279,1
8603,3940,0
32143,32145,1
5286,23369,0
17443,17445,1
24401,42800,1
38569,38568,0
13349,8352,0
21809,38866,0
18636,8622,0
8490,38713,0
7846,41656,0
23812,38822,0
38526,26839,0
29768,38172,1
9064,9067,1
8451,8602,1
29409,38760,0
8541,8622,1
4330,38748,0
45362,34418,0
13127,13367,1
38300,38309,1
38583,38842,1
8689,39482,1
5988,39076,1
5495,20609,0
38019,38105,1
43195,49132,0
5817,38865,0
2763,5408,1
26523,39202,0
38602,38626,0
38069,38221,1
8594,8629,1
43452,43454,1
16477,38141,0
26431,5406,0
38187,38227,1
37993,38117,1
49128,49132,1
3459,4583,1
38640,16422,0
38030,38085,1
38179,13367,0
20514,13469,0
38717,38174,0
38769,21275,0
17084,17089,1
1232,4408,1
41591,41592,1
38688,34977,0
30652,38662,0
11636,11638,1
1270,3723,1
27385,27395,1
36803,50831,1
38534,38553,1
38749,38205,0
7581,49132,0
46992,46997,1
38023,38601,0
32304,1602,0
27452,38034,1
8574,9056,0
38014,9321,0
38016,38225,1
30819,41131,0
16692,8566,0
38121,38183,1
38055,38291,0
6887,19618,1
8578,38839,0
456,4465,1
18982,35423,1
8629,8621,0
38688,38669,0
38562,19878,0
34324,34635,0
3625,22248,1
45858,38667,0
3685,33461,0
7136,38872,0
38749,38827,1
14299,38733,0
8442,8661,1
38654,39027,1
5031,5032,1
38135,8080,0
40962,22248,0
44449,44450,1
38061,46537,0
38121,38221,1
1312,20652,1
38525,21616,0
8453,12405,0
4322,38726,0
9710,44052,0
38580,38624,1
17689,38256,0
38553,38800,1
18507,38796,0
38710,38787,1
8580,8609,1
38140,21812,0
12914,29567,0
38748,24490,0
869,41177,0
38655,38069,0
46737,18248,0
38048,38264,1
38703,38747,1
39718,39720,1
3069,26051,1
50422,38271,0
38677,38822,1
38144,38305,1
38734,41656,0
29963,38811,1
1568,14219,1
38690,38801,1
24323,38187,0
38058,38297,1
48979,38306,0
52560,52561,1
38819,38857,1
27088,27089,1
38551,38609,1
8452,8569,1
25904,33349,0
16274,35917,0
9142,9217,1
47056,47059,1
38049,21802,0
38708,38742,1
38542,38635,1
14729,33541,1
3761,8450,0
13347,6377,0
38002,38849,0
8440,26893,0
22987,38169,0
22210,22215,1
8545,8661,1
38208,38578,0
31819,8434,0
1033,1035,1
1919,1920,1
25607,38187,0
14701,33464,0
35707,35708,1
18357,18359,1
19156,38301,0
38575,38069,0
38800,38876,1
5443,33561,0
23840,38303,0
38700,38739,0
38714,38816,1
7849,14255,1
38638,3686,0
11727,13908,1
38107,38178,1
38598,38704,1
38544,38726,1
16437,28893,0
38589,38778,1
14263,48849,1
38041,8462,0
12938,38035,1
12626,12638,1
38213,6949,0
644,10071,0
8446,27496,0
15072,38211,0
37984,46731,0
38665,38795,1
38204,38798,0
38178,23990,0
38683,38762,1
3099,21595,0
6733,8594,0
51745,8616,0
651,22875,1
22741,7265,0
28066,33869,1
51746,51748,1
38281,38295,1
32192,38059,0
33615,38873,0
16465,46521,0
38691,38578,0
45247,45248,1
24323,24331,1
4465,37351,1
37989,38068,1
38655,4522,0
38028,38269,1
17075,26777,0
8287,38809,0
8736,22861,1
798,805,1
38173,38879,0
38600,19721,0
18699,19189,1
8509,38080,0
8091,23330,0
38114,18473,0
6882,28621,1
31205,31211,1
38594,38747,1
26348,26350,1
3836,39870,0
38047,28698,0
37742,37743,1
38042,38167,1
41850,41852,1
38604,47941,0
23716,23719,1
38152,38183,1
40379,11102,0
4897,40195,0
4159,38270,0
38077,51278,0
33741,33745,1
37129,2587,0
38522,38734,1
26789,8642,0
38590,31532,0
8427,8591,1
38663,38714,1
8480,4286,0
18105,32321,1
8579,8598,1
38822,8604,0
38608,38233,0
10570,38308,0
31788,38264,0
38253,5835,0
38164,38282,1
38745,38790,1
16479,16494,1
38671,38870,0
38672,27198,0
8441,8482,1
27505,38820,1
38244,38272,1
11556,28732,1
28733,33405,1
38577,38848,1
38659,38185,0
36931,38836,1
38695,38793,1
38108,38272,1
25505,25506,1
30180,8652,0
3397,34467,1
38542,38801,1
20700,38770,0
38089,8634,0
21879,38208,1
38105,51359,0
599,38104,0
37999,38869,0
51758,30027,0
38201,38308,1
12891,14689,1
37453,38165,0
28419,28893,1
8653,8663,1
4044,38619,0
30039,38833,0
38764,38855,1
8462,8602,1
38032,38091,1
38765,22574,0
8434,21737,0
33023,38161,0
6048,12790,0
9946,9947,1
38638,38768,1
38589,38874,1
8243,38307,0
38759,38817,1
8243,38150,0
42515,52757,0
49954,49955,1
38568,38633,1
38079,50423,0
38702,38769,1
34484,38732,0
38646,38778,0
38794,30152,0
29175,32858,0
474,38040,0
28422,14062,0
7015,7017,1
5335,9430,1
18348,38190,0
21685,8614,0
8424,8479,1
38021,38649,0
15676,8649,0
30911,30914,1
38556,38814,1
19769,19770,1
37989,38003,1
8559,16697,0
38790,38839,1
50857,50859,1
32128,41341,0
38644,38650,0
6844,7544,1
38798,17105,0
32777,8511,0
31788,38791,1
20824,20826,1
4219,43340,1
27394,38770,0
4330,4332,1
8452,8511,1
38798,38866,1
21574,25785,1
38672,38750,1
38158,38199,1
38020,38242,1
38026,38814,0
8506,38130,0
38821,38861,1
4242,17535,1
6884,7729,0
50857,44612,0
51913,1970,0
38194,38181,0
38510,38818,1
38580,38227,0
12182,12185,1
38650,38696,1
41927,52015,0
38820,16640,0
38030,38551,0
10327,38195,0
38008,38142,1
28066,28071,1
42028,42029,1
20258,20261,1
38165,38291,1
31381,43746,1
1581,1583,1
8418,8626,1
38612,38824,1
29768,8641,0
38066,21469,0
38165,47571,0
33184,38398,1
38647,38846,1
1994,30985,1
38071,38122,0
38715,38832,1
8501,40097,0
12078,38143,0
15404,42603,0
8646,7252,0
31007,39942,1
40047,40049,1
28058,38818,0
38732,8645,0
38528,8631,0
38274,38219,0
38749,39686,0
2412,38813,0
19973,38228,0
28771,28772,1
8539,9134,0
25911,25920,1
38160,8482,0
42860,38767,0
38566,38588,1
34514,34515,1
38585,38732,1
19284,19285,1
27391,38728,0
36182,31948,0
8475,8481,1
25900,25934,1
8576,8669,1
38710,38721,1
8246,38569,1
17090,17093,1
1947,38092,0
38615,38811,1
1650,33714,0
18329,18336,1
20146,20148,1
38018,38210,1
14698,14711,1
29760,29763,1
7511,47339,1
38671,6585,0
38529,38650,1
38735,8607,0
38509,33724,0
3430,34738,0
475,11721,0
38616,38817,0
14613,32629,0
38520,38713,1
22589,38678,0
3729,4137,1
8418,43740,0
33722,9347,0
38563,38789,0
10601,12588,0
38604,47598,0
5218,18135,1
38057,38302,0
8514,38659,0
23834,8607,0
38057,38685,0
3122,46829,1
3481,38067,0
38164,38215,1
32106,46884,0
29963,42865,0
38078,38213,1
31792,38774,1
38001,38032,1
43512,43513,1
38671,38830,1
3459,38127,0
10601,21877,1
6207,14274,1
38173,40564,0
38180,28307,0
38143,38199,1
38058,38062,1
12628,12640,1
38703,38309,0
37998,38877,0
36931,38751,1
41669,31903,0
38119,38254,1
8418,8638,1
35570,2823,0
44445,38732,0
38568,38719,1
29716,38797,0
38154,38209,0
2763,48292,1
1433,42038,1
1047,41177,0
38696,38854,0
10570,11512,0
1688,38810,0
11929,32071,1
11929,38123,0
38758,38612,0
10327,37997,1
51218,51223,1
986,37331,1
7903,10867,1
38511,38686,1
10744,25537,1
34794,34795,1
29593,38577,0
8595,8617,1
31792,8603,0
12984,31363,1
14720,8626,0
36603,51865,1
38568,38695,0
38080,38123,1
646,647,1
38076,24178,0
38098,26817,0
38038,38285,1
11697,25024,1
8511,8597,1
2379,2381,1
8580,8648,1
9107,45525,0
51622,51624,1
38546,38818,1
2625,33351,0
19905,19907,1
11767,11769,1
38702,38814,1
14690,21124,0
14549,14550,1
38131,8114,0
8518,8553,1
38141,38647,0
38570,47816,0
38094,38167,0
38723,22008,0
8413,38734,0
14732,14737,1
31947,38665,0
4309,46741,0
8511,8512,1
38840,11791,0
50523,38241,0
38029,38094,1
8607,8642,1
38613,38720,1
11957,38736,0
2087,49048,1
27386,27387,1
34693,34694,1
17010,17014,1
37991,44776,0
38116,6015,0
32125,38802,0
38646,45202,0
13993,13995,1
4646,9449,1
38121,38166,1
38755,38863,0
38530,38671,1
38011,38878,0
47993,51330,0
32126,8608,0
8502,8584,1
29672,18427,0
38623,46580,0
44217,46543,1
1096,8422,1
6278,6281,1
38144,37304,0
38031,8669,0
4071,39715,1
38638,38212,0
13912,3682,0
1558,16811,1
34435,34438,1
46414,38572,0
28954,45376,0
18600,8658,0
38067,5886,0
38205,38601,0
12204,8525,0
38768,38790,1
21879,38674,0
1477,7346,1
38523,3075,0
47532,50189,1
38018,38306,0
35204,35205,1
3805,43084,0
38556,32631,0
38562,38877,1
38622,7150,0
48527,1289,0
38108,38223,1
38618,38877,1
35055,5629,0
4993,8569,1
12891,8460,0
37991,11767,0
4347,13914,1
29660,8619,0
38209,38279,1
1203,9621,1
38138,9622,0
5424,48780,0
38536,38879,1
37995,38141,1
51354,51361,1
38569,2200,0
38684,38869,1
38754,38781,1
38144,38169,1
38766,38803,1
38650,33736,0
8435,8483,1
52151,52153,1
34564,41957,1
51121,51122,1
32126,38204,1
20922,52448,1
38013,38182,1
1293,38797,0
3644,40032,0
38841,38586,0
8552,8668,1
8432,38704,0
38627,28074,0
31788,31793,1
37990,38108,1
27085,27095,1
4897,30437,0
27900,27901,1
8513,8558,1
8541,8647,1
38044,38743,0
38577,8632,0
38694,38748,1
38136,38196,1
1082,6590,1
6287,12738,0
33228,33237,1
8526,4663,0
8484,8551,1
38165,38184,1
38125,30219,0
35632,35635,1
38017,8658,0
38510,38637,1
38561,38213,0
47779,47780,1
8598,38644,0
38579,38711,1
18332,18336,1
38616,38697,0
48117,38228,0
5598,36322,1
8570,38248,0
38057,38300,0
38515,8625,0
9449,47089,1
43452,38268,0
38536,38862,1
24785,38837,0
31837,21257,0
37983,15844,0
37997,27090,0
8482,25665,0
38631,38754,1
38161,38203,1
38547,38741,1
38100,34464,0
38004,38269,1
26159,38080,0
38641,38865,1
33941,8046,0
28921,24223,0
28299,24617,0
38622,38782,0
38559,38803,0
8565,8621,1
883,41225,1
38624,26644,0
38662,38799,1
1381,8962,1
38624,38712,1
5966,38735,0
8456,38710,0
28105,34722,1
51280,36049,0
38680,8576,0
8416,8474,1
38612,38645,1
28954,28956,1
13458,13462,1
8474,8559,1
38062,38133,1
9274,14296,0
38125,38264,1
8529,2817,0
38153,38274,1
38173,43318,0
38143,6689,0
38626,38773,1
4125,19954,0
16507,38625,0
38065,38269,1
38101,37223,0
881,24307,1
8443,38607,0
11219,52267,0
8444,1747,0
38679,14215,0
38587,8314,0
38755,38803,1
38001,38095,1
8202,8206,1
23223,12089,0
1472,26777,1
31082,31083,1
38061,38229,0
23840,8668,0
8422,8525,1
18048,18050,1
6987,38838,0
38232,38582,0
16372,25907,1
25871,25910,1
38635,34738,0
1377,14718,0
38618,27764,0
815,19763,1
20558,34646,1
38535,38661,1
8567,38548,0
46399,46400,1
29175,40656,1
33273,33275,1
38524,38732,1
686,38308,0
38041,38134,0
26201,49500,1
31717,38877,0
8466,39033,0
38622,8070,0
24333,51784,1
38150,38151,1
21722,11713,0
38543,38721,1
7683,8533,0
27077,10360,0
25931,25936,1
9064,2179,0
8418,28066,0
38660,44437,0
24141,24142,1
38703,38752,1
43951,43953,1
38734,38253,0
38048,38746,0
48229,48230,1
815,8500,0
38039,9307,0
8644,11955,0
8433,8578,1
38007,38038,1
38580,38781,1
38031,38129,1
38604,9125,0
38060,39027,0
42050,50417,1
8619,8660,1
38025,27100,0
38668,38798,1
41661,41664,1
29375,27784,0
5203,19721,0
38592,38768,1
38002,38820,0
38768,38770,1
41603,38193,0
1493,8533,0
2767,2768,1
33375,38585,0
38644,38113,0
16313,26120,0
2805,38730,0
905,16603,1
38580,38179,0
40756,38775,0
4810,38754,0
38630,33428,0
38804,33347,0
8956,12869,1
33122,8653,0
26789,38759,1
14727,33549,1
8493,8637,0
41953,39032,0
38053,32730,0
28090,43870,1
51045,28387,0
38609,3182,0
38543,38842,1
31792,38637,0
22695,43318,1
1994,34111,0
31060,41656,1
29596,38652,1
8413,8432,1
8438,8500,1
16693,16694,1
2770,52446,1
23113,52591,0
25023,25024,1
514,36965,1
34599,38781,0
8433,8529,1
14197,14199,1
8557,13995,0
52216,38250,0
28071,46494,1
38608,43440,0
38245,48371,0
38510,38810,1
38509,38779,1
38007,38710,0
38190,38556,0
38024,50013,0
38217,18130,0
12938,39537,0
38529,38682,1
38535,38784,0
26465,38090,0
38651,38805,1
18896,38717,0
